#date precip TMax Tmin
   
19510305 0.17 33 25
19510306 0.16 35 26
19510307 0.08 37 26
19510308 0.26 32 28
19510309 0.02 35 28
19510310 0.04 39 25
19510311 0.50 43 28
19510312 0.65 45 35
19510313 0.01 48 37
19510314 0.01 49 39
19510315 0.50 49 35
19510316 0.00 48 30
19510317 0.00 48 27
19510318 0.00 55 31
19510319 0.00 63 36
19510320 0.02 56 41
19510321 0.11 45 38
19510322 0.00 46 35
19510323 0.00 51 31
19510324 0.00 59 32
19510325 0.09 48 42
19510326 0.12 51 37
19510327 0.00 53 32
19510328 0.00 58 36
19510329 0.10 52 42
19510330 0.41 47 35
19510331 0.00 53 33
19510401 0.00 62 33
19510402 0.00 65 36
19510403 0.00 67 36
19510404 0.00 57 38
19510405 0.00 56 33
19510406 0.00 64 34
19510407 0.00 52 38
19510408 0.00 52 35
19510409 0.00 55 39
19510410 0.00 64 39
19510411 0.00 73 44
19510412 0.00 77 38
19510413 0.00 50 42
19510414 0.00 67 36
19510415 0.00 72 42
19510416 0.00 72 38
19510417 0.00 58 42
19510418 0.04 54 44
19510419 0.00 51 37
19510420 0.00 56 35
19510421 0.00 61 29
19510422 0.00 62 40
19510423 0.00 65 37
19510424 0.00 69 33
19510425 0.00 65 39
19510426 0.00 67 44
19510427 0.54 50 44
19510428 0.07 59 39
19510429 0.00 54 36
19510430 0.00 56 40
19510501 0.00 59 32
19510502 0.00 64 37
19510503 0.00 72 46
19510504 0.24 58 49
19510505 0.00 69 42
19510506 0.08 58 49
19510507 0.02 53 48
19510508 0.00 64 48
19510509 0.00 74 43
19510510 0.20 67 51
19510511 0.44 57 44
19510512 0.01 60 40
19510513 0.01 64 42
19510514 0.00 61 46
19510515 0.00 69 42
19510516 0.00 74 46
19510517 0.05 63 47
19510518 0.00 61 45
19510519 0.00 66 43
19510520 0.00 68 44
19510521 0.00 77 43
19510522 0.03 81 48
19510523 0.14 63 50
19510524 0.26 57 48
19510525 0.00 62 45
19510526 0.00 65 44
19510527 0.00 62 44
19510528 0.13 59 40
19510529 0.00 60 35
19510530 0.00 67 36
19510531 0.00 69 39
19510601 0.00 71 40
19510602 0.00 74 40
19510603 0.00 64 48
19510604 0.01 56 49
19510605 0.00 64 50
19510606 0.01 63 50
19510607 0.04 61 49
19510608 0.00 66 45
19510609 0.00 73 47
19510610 0.00 70 46
19510611 0.00 63 52
19510612 0.07 71 54
19510613 0.00 70 57
19510614 0.00 78 57
19510615 0.00 74 52
19510616 0.00 75 45
19510617 0.00 72 47
19510618 0.00 72 46
19510619 0.00 71 43
19510620 0.00 78 49
19510621 0.00 83 46
19510622 0.00 76 48
19510623 0.00 70 50
19510624 0.00 74 51
19510625 0.00 84 49
19510626 0.00 74 51
19510627 0.00 81 48
19510628 0.00 87 51
19510629 0.00 92 55
19510630 0.00 90 54
19510701 0.00 73 53
19510702 0.00 79 53
19510703 0.00 67 53
19510704 0.00 65 52
19510705 0.25 67 47
19510706 0.06 70 51
19510707 0.00 74 48
19510708 0.00 73 54
19510709 0.00 73 53
19510710 0.00 84 53
19510711 0.00 95 58
19510712 0.00 96 58
19510713 0.00 73 56
19510714 0.00 78 54
19510715 0.00 81 55
19510716 0.00 83 54
19510717 0.00 76 55
19510718 0.00 76 54
19510719 0.00 74 50
19510720 0.00 74 53
19510721 0.00 79 48
19510722 0.00 82 52
19510723 0.00 80 50
19510724 0.00 72 54
19510725 0.00 66 55
19510726 0.00 72 55
19510727 0.00 78 47
19510728 0.00 73 51
19510729 0.00 75 51
19510730 0.00 79 48
19510731 0.00 80 48
19510801 0.00 78 51
19510802 0.00 76 51
19510803 0.00 70 53
19510804 0.00 75 52
19510805 0.00 75 50
19510806 0.00 78 50
19510807 0.00 80 49
19510808 0.00 72 52
19510809 0.00 66 55
19510810 0.00 63 55
19510811 0.00 69 53
19510812 0.00 73 55
19510813 0.00 73 52
19510814 0.00 79 47
19510815 0.00 79 51
19510816 0.00 77 54
19510817 0.00 77 45
19510818 0.00 79 47
19510819 0.00 81 48
19510820 0.00 83 55
19510821 0.00 85 51
19510822 0.00 73 50
19510823 0.00 71 48
19510824 0.00 76 45
19510825 0.00 71 47
19510826 0.00 71 47
19510827 0.76 64 47
19510828 0.20 57 48
19510829 0.01 66 44
19510830 0.05 64 50
19510831 0.00 70 47
19510901 0.00 66 47
19510902 0.00 68 47
19510903 0.00 79 50
19510904 0.00 82 54
19510905 0.00 76 50
19510906 0.00 67 50
19510907 0.19 65 53
19510908 0.00 68 54
19510909 0.00 72 45
19510910 0.03 65 51
19510911 0.00 67 48
19510912 0.00 70 45
19510913 0.00 77 50
19510914 0.00 87 56
19510915 0.00 87 47
19510916 0.00 78 50
19510917 0.00 73 49
19510918 0.00 65 48
19510919 0.01 69 45
19510920 0.00 74 46
19510921 0.00 75 43
19510922 0.00 69 43
19510923 0.00 61 47
19510924 0.32 57 51
19510925 0.06 60 44
19510926 0.00 60 40
19510927 0.24 57 46
19510928 0.10 63 51
19510929 0.92 64 54
19510930 0.16 63 54
19511001 0.38 69 53
19511002 0.67 60 53
19511003 0.13 62 47
19511004 0.00 62 42
19511005 0.02 59 44
19511006 0.14 63 53
19511007 0.00 75 51
19511008 0.00 80 53
19511009 0.00 69 49
19511010 0.05 58 49
19511011 0.08 64 50
19511012 0.05 59 50
19511013 0.19 60 50
19511014 0.24 58 42
19511015 0.93 49 40
19511016 0.04 54 39
19511017 0.30 47 38
19511018 0.45 59 44
19511019 0.77 59 50
19511020 0.06 55 44
19511021 0.27 48 42
19511022 0.43 50 39
19511023 0.01 52 45
19511024 0.02 55 42
19511025 0.00 54 40
19511026 0.00 54 33
19511027 0.00 57 34
19511028 0.28 55 37
19511029 0.36 49 36
19511030 0.00 49 32
19511031 0.00 49 35
19511101 0.00 53 32
19511102 0.00 54 34
19511103 0.59 57 42
19511104 0.00 54 41
19511105 0.00 57 37
19511106 0.05 53 41
19511107 0.01 56 44
19511108 0.00 53 42
19511109 0.65 50 44
19511110 0.34 55 44
19511111 0.81 49 44
19511112 0.13 51 43
19511113 0.14 46 38
19511114 0.03 45 32
19511115 0.00 46 32
19511116 0.00 50 32
19511117 0.00 54 41
19511118 0.00 53 43
19511119 0.06 53 40
19511120 0.08 4 39
19511121 0.00 46 33
19511122 0.00 43 29
19511123 0.00 41 28
19511124 0.06 39 28
19511125 0.52 52 39
19511126 0.25 53 42
19511127 0.31 54 41
19511128 0.54 48 40
19511129 0.24 51 41
19511130 0.63 57 42
19511201 0.15 49 36
19511202 0.04 48 36
19511203 0.30 48 39
19511204 0.59 46 37
19511205 0.08 42 34
19511206 0.01 42 28
19511207 0.00 38 26
19511208 0.00 42 31
19511209 0.00 40 29
19511210 0.02 47 36
19511211 0.00 45 41
19511212 0.00 47 30
19511213 0.00 43 29
19511214 0.00 41 29
19511215 0.37 44 37
19511216 0.01 46 40
19511217 0.44 43 35
19511218 0.47 44 33
19511219 0.04 35 28
19511220 0.12 35 28
19511221 0.56 48 34
19511222 0.00 45 32
19511223 0.00 38 26
19511224 0.00 35 25
19511225 0.00 40 25
19511226 0.13 40 31
19511227 0.01 40 31
19511228 0.22 42 32
19511229 0.27 40 32
19511230 0.09 33 22
19511231 0.00 25 16
19520101 0.00 28 10
19520102 0.00 35 20
19520103 0.24 31 17
19520104 0.06 35 27
19520105 0.17 37 32
19520106 0.08 35 31
19520107 0.09 36 32
19520108 0.00 42 34
19520109 0.21 43 36
19520110 0.12 41 34
19520111 0.17 40 32
19520112 0.00 41 28
19520113 0.00 39 25
19520114 0.05 40 31
19520115 0.00 44 32
19520116 0.00 40 28
19520117 0.00 38 27
19520118 0.12 43 33
19520119 0.04 44 36
19520120 0.19 38 33
19520121 0.02 35 28
19520122 0.03 34 30
19520123 0.70 37 30
19520124 0.29 46 34
19520125 0.25 51 35
19520126 0.04 49 39
19520127 0.00 58 38
19520128 0.02 53 34
19520129 0.57 53 37
19520130 1.00 51 44
19520131 0.43 51 42
19520201 0.10 50 42
19520202 0.11 49 41
19520203 0.74 50 41
19520204 0.23 51 38
19520205 0.00 50 33
19520206 0.00 51 37
19520207 0.00 47 40
19520208 0.00 51 37
19520209 0.24 51 40
19520210 0.00 60 40
19520211 0.28 50 37
19520212 0.00 43 32
19520213 0.00 45 28
19520214 0.08 44 37
19520215 0.06 41 34
19520216 0.01 41 30
19520217 0.00 42 30
19520218 0.00 44 31
19520219 0.01 38 31
19520220 0.00 39 28
19520221 0.00 43 27
19520222 0.00 44 33
19520223 0.02 49 37
19520224 0.14 50 38
19520225 0.37 50 41
19520226 0.00 44 33
19520227 0.00 46 31
19520228 0.00 44 26
19520229 0.07 44 33
19520301 0.00 45 28
19520302 0.00 45 31
19520303 0.32 45 37
19520304 0.03 43 38
19520305 0.11 47 32
19520306 0.00 54 41
19520307 0.00 54 35
19520308 0.01 55 33
19520309 0.68 47 41
19520310 0.59 44 39
19520311 0.02 47 34
19520312 0.19 45 34
19520313 0.03 45 36
19520314 0.00 55 39
19520315 0.00 57 35
19520316 0.00 52 29
19520317 0.26 46 36
19520318 0.01 46 31
19520319 0.13 45 32
19520320 0.05 47 35
19520321 0.00 49 29
19520322 0.01 56 28
19520323 0.48 49 42
19520324 0.09 51 45
19520325 0.02 53 44
19520326 0.00 51 43
19520327 0.00 58 43
19520328 0.13 45 39
19520329 0.17 46 38
19520330 0.19 46 32
19520331 0.00 46 31
19520401 0.05 53 37
19520402 0.26 50 38
19520403 0.01 53 38
19520404 0.00 70 40
19520405 0.00 68 40
19520406 0.00 51 34
19520407 0.00 51 29
19520408 0.00 55 29
19520409 0.00 62 38
19520410 0.00 62 38
19520411 0.00 55 44
19520412 0.00 64 37
19520413 0.38 51 45
19520414 0.02 56 42
19520415 0.00 60 35
19520416 0.00 68 36
19520417 0.00 70 41
19520418 0.00 69 42
19520419 0.02 49 42
19520420 0.00 59 33
19520421 0.00 65 33
19520422 0.00 56 41
19520423 0.00 67 34
19520424 0.00 64 40
19520425 0.00 63 41
19520426 0.00 57 46
19520427 0.70 53 43
19520428 0.06 49 34
19520429 0.09 58 31
19520430 0.44 57 41
19520501 0.06 53 37
19520502 0.12 59 33
19520503 0.00 56 38
19520504 0.00 56 34
19520505 0.00 55 37
19520506 0.00 62 42
19520507 0.00 66 43
19520508 0.03 54 45
19520509 0.00 65 44
19520510 0.00 67 48
19520511 0.06 66 49
19520512 0.04 70 44
19520513 0.09 60 46
19520514 0.00 58 44
19520515 0.00 64 44
19520516 0.00 80 46
19520517 0.00 80 49
19520518 0.00 67 49
19520519 0.21 60 48
19520520 0.10 58 49
19520521 0.24 60 48
19520522 0.00 65 44
19520523 0.00 67 45
19520524 0.00 71 44
19520525 0.00 65 46
19520526 0.00 74 40
19520527 0.00 80 49
19520528 0.04 60 48
19520529 0.00 62 45
19520530 0.00 64 42
19520531 0.00 58 46
19520601 0.00 65 44
19520602 0.00 72 47
19520603 0.06 62 46
19520604 0.02 71 54
19520605 0.02 64 49
19520606 0.01 67 49
19520607 0.00 70 45
19520608 0.00 73 45
19520609 0.00 71 48
19520610 0.00 61 45
19520611 0.32 51 40
19520612 0.00 62 38
19520613 0.00 66 42
19520614 0.04 64 45
19520615 0.02 59 49
19520616 0.00 57 49
19520617 0.00 70 50
19520618 0.00 75 50
19520619 0.00 70 47
19520620 0.03 63 50
19520621 0.06 63 48
19520622 0.15 64 45
19520623 0.00 69 40
19520624 0.00 72 45
19520625 0.00 70 51
19520626 0.00 69 49
19520627 0.06 57 50
19520628 0.20 66 53
19520629 0.05 61 52
19520630 0.00 67 53
19520701 0.00 68 51
19520702 0.00 73 45
19520703 0.00 81 52
19520704 0.00 68 50
19520705 0.00 66 47
19520706 0.00 74 46
19520707 0.00 82 52
19520708 0.00 87 53
19520709 0.00 89 56
19520710 0.00 87 55
19520711 0.00 79 54
19520712 0.00 74 55
19520713 0.00 82 55
19520714 0.00 88 55
19520715 0.00 80 54
19520716 0.00 69 52
19520717 0.00 72 49
19520718 0.00 72 47
19520719 0.00 69 52
19520720 0.02 64 51
19520721 0.00 69 49
19520722 0.33 61 52
19520723 0.06 69 55
19520724 0.00 71 54
19520725 0.00 77 51
19520726 0.00 76 49
19520727 0.00 78 50
19520728 0.00 80 50
19520729 0.00 78 50
19520730 0.00 81 49
19520731 0.00 75 52
19520801 0.00 75 51
19520802 0.00 79 48
19520803 0.00 89 55
19520804 0.00 92 56
19520805 0.00 68 55
19520806 0.00 73 56
19520807 0.00 67 54
19520808 0.00 83 57
19520809 0.00 88 56
19520810 0.00 79 56
19520811 0.00 85 51
19520812 0.00 88 56
19520813 0.00 73 55
19520814 0.00 67 57
19520815 0.00 68 55
19520816 0.00 69 54
19520817 0.00 70 51
19520818 0.00 63 53
19520819 0.00 69 49
19520820 0.00 73 47
19520821 0.00 75 47
19520822 0.38 68 54
19520823 0.00 70 49
19520824 0.09 67 51
19520825 0.23 64 53
19520826 0.00 70 52
19520827 0.00 70 44
19520828 0.00 75 46
19520829 0.00 69 50
19520830 0.00 75 47
19520831 0.00 72 48
19520901 0.00 81 51
19520902 0.00 78 52
19520903 0.01 72 53
19520904 0.00 72 42
19520905 0.12 64 47
19520906 0.12 63 52
19520907 0.00 64 49
19520908 0.06 58 49
19520909 0.00 60 40
19520910 0.00 65 39
19520911 0.00 67 40
19520912 0.01 65 46
19520913 0.00 66 39
19520914 0.00 74 47
19520915 0.00 73 42
19520916 0.00 70 44
19520917 0.00 76 49
19520918 0.00 80 52
19520919 0.00 76 56
19520920 0.00 80 55
19520921 0.00 88 50
19520922 0.00 85 48
19520923 0.00 78 48
19520924 0.00 66 49
19520925 0.00 64 48
19520926 0.00 64 50
19520927 0.00 66 50
19520928 0.00 68 45
19520929 0.00 68 47
19520930 0.00 68 53
19521001 0.00 64 49
19521002 0.00 75 45
19521003 0.00 69 46
19521004 0.00 74 48
19521005 0.00 77 42
19521006 0.00 78 42
19521007 0.00 72 42
19521008 0.00 64 50
19521009 0.00 61 50
19521010 0.00 62 48
19521011 0.00 65 47
19521012 0.00 65 45
19521013 0.00 61 45
19521014 0.00 67 44
19521015 0.00 69 35
19521016 0.00 62 38
19521017 0.00 65 44
19521018 0.00 67 40
19521019 0.00 64 52
19521020 0.30 61 50
19521021 0.00 60 52
19521022 0.05 52 50
19521023 0.36 60 50
19521024 0.02 61 48
19521025 0.00 60 44
19521026 0.00 52 40
19521027 0.00 58 39
19521028 0.00 58 38
19521029 0.23 58 47
19521030 0.11 57 44
19521031 0.22 50 42
19521101 0.00 53 36
19521102 0.00 55 31
19521103 0.00 61 44
19521104 0.00 55 48
19521105 0.00 54 46
19521106 0.00 54 35
19521107 0.00 53 31
19521108 0.00 64 39
19521109 0.18 52 35
19521110 0.37 58 45
19521111 0.20 52 42
19521112 0.05 54 38
19521113 0.11 52 39
19521114 0.02 51 40
19521115 0.00 51 31
19521116 0.00 46 32
19521117 0.01 46 34
19521118 0.00 53 37
19521119 0.00 48 35
19521120 0.00 48 38
19521121 0.00 46 34
19521122 0.00 45 26
19521123 0.00 42 25
19521124 0.00 37 27
19521125 0.00 36 29
19521126 0.00 33 25
19521127 0.00 36 22
19521128 0.00 35 17
19521129 0.00 42 22
19521130 0.17 41 26
19521201 0.26 47 32
19521202 0.23 44 40
19521203 0.37 47 42
19521204 0.18 54 43
19521205 0.29 43 37
19521206 0.38 46 37
19521207 0.16 45 39
19521208 0.11 42 35
19521209 0.23 44 35
19521210 0.00 46 35
19521211 0.36 52 33
19521212 0.32 58 50
19521213 0.00 59 40
19521214 0.00 58 33
19521215 0.06 41 31
19521216 0.03 48 35
19521217 0.00 46 31
19521218 0.01 41 33
19521219 0.15 43 37
19521220 0.07 41 34
19521221 0.77 46 33
19521222 0.01 41 36
19521223 0.01 46 34
19521224 0.00 45 27
19521225 0.00 42 33
19521226 0.02 46 37
19521227 0.00 51 38
19521228 0.58 47 38
19521229 0.21 49 39
19521230 0.13 54 41
19521231 0.08 45 36
19530101 0.04 44 37
19530102 1.36 55 39
19530103 0.00 52 36
19530104 0.00 45 34
19530105 0.00 47 31
19530106 0.42 44 26
19530107 0.71 46 41
19530108 0.69 54 41
19530109 0.54 53 36
19530110 0.19 47 35
19530111 1.26 55 41
19530112 0.27 52 47
19530113 0.14 50 44
19530114 0.02 48 43
19530115 0.49 51 41
19530116 0.30 45 40
19530117 0.56 48 40
19530118 0.99 52 44
19530119 0.14 51 44
19530120 0.02 50 42
19530121 0.06 46 40
19530122 1.29 50 41
19530123 0.23 54 46
19530124 0.24 49 43
19530125 0.30 45 38
19530126 0.35 40 32
19530127 0.48 43 35
19530128 0.47 49 38
19530129 0.37 48 44
19530130 0.26 51 45
19530131 0.73 54 44
19530201 0.20 47 42
19530202 0.45 47 41
19530203 0.58 51 38
19530204 0.14 45 37
19530205 0.30 47 39
19530206 0.42 52 45
19530207 0.31 51 36
19530208 0.00 45 32
19530209 0.00 45 27
19530210 0.01 46 31
19530211 0.00 47 36
19530212 0.00 46 34
19530213 0.00 40 34
19530214 0.00 48 36
19530215 0.05 43 35
19530216 0.60 48 39
19530217 0.16 43 31
19530218 0.00 43 30
19530219 0.00 46 29
19530220 0.02 44 33
19530221 0.03 45 36
19530222 0.00 45 34
19530223 0.00 47 31
19530224 0.00 48 28
19530225 0.00 48 27
19530226 0.01 47 31
19530227 0.28 46 38
19530228 0.14 39 31
19530301 0.00 43 25
19530302 0.00 43 28
19530303 0.00 48 36
19530304 0.00 48 41
19530305 0.00 48 41
19530306 0.01 48 35
19530307 0.00 57 31
19530308 0.00 58 38
19530309 0.00 53 37
19530310 0.16 50 41
19530311 0.16 50 40
19530312 0.17 48 34
19530313 0.00 47 33
19530314 0.00 47 26
19530315 0.33 49 39
19530316 0.00 47 36
19530317 0.12 47 34
19530318 0.38 46 33
19530319 0.00 53 33
19530320 0.07 47 35
19530321 0.03 47 39
19530322 0.10 47 40
19530323 0.00 63 43
19530324 0.98 59 38
19530325 0.01 50 33
19530326 0.00 60 40
19530327 0.47 52 39
19530328 0.51 49 38
19530329 0.00 52 38
19530330 0.18 49 34
19530331 0.04 48 32
19530401 0.00 48 29
19530402 0.00 59 33
19530403 0.08 55 42
19530404 0.13 50 38
19530405 0.18 50 34
19530406 0.02 48 35
19530407 0.11 43 35
19530408 0.00 49 35
19530409 0.00 55 34
19530410 0.00 57 30
19530411 0.04 45 38
19530412 0.09 45 37
19530413 0.04 48 36
19530414 0.00 54 35
19530415 0.00 58 34
19530416 0.23 57 42
19530417 0.00 59 36
19530418 0.00 62 38
19530419 0.00 65 50
19530420 0.00 61 46
19530421 0.20 56 45
19530422 0.32 56 47
19530423 0.02 56 43
19530424 0.00 61 34
19530425 0.14 58 47
19530426 0.17 62 46
19530427 0.27 60 44
19530428 0.00 56 39
19530429 0.06 60 36
19530430 0.00 55 41
19530501 0.00 56 41
19530502 0.00 58 35
19530503 0.00 72 45
19530504 0.00 82 44
19530505 0.00 86 57
19530506 0.08 72 49
19530507 0.48 58 45
19530508 0.03 55 42
19530509 0.10 56 40
19530510 0.00 56 38
19530511 0.00 63 35
19530512 0.00 73 40
19530513 0.00 69 46
19530514 0.03 51 45
19530515 0.00 57 47
19530516 0.00 59 47
19530517 0.00 62 48
19530518 0.47 58 47
19530519 0.00 57 42
19530520 0.00 60 41
19530521 0.42 55 42
19530522 0.03 58 40
19530523 0.10 58 40
19530524 0.51 49 43
19530525 0.00 60 41
19530526 0.11 71 47
19530527 0.00 59 50
19530528 0.00 65 47
19530529 0.15 57 46
19530530 0.00 58 43
19530531 0.00 63 35
19530601 0.00 60 45
19530602 0.00 62 45
19530603 0.00 67 43
19530604 0.03 60 45
19530605 0.11 61 41
19530606 0.07 61 50
19530607 0.33 60 48
19530608 0.00 64 46
19530609 0.00 69 45
19530610 0.00 71 50
19530611 0.05 71 50
19530612 0.60 59 49
19530613 0.37 61 49
19530614 0.00 66 48
19530615 0.01 66 49
19530616 0.00 71 47
19530617 0.00 58 49
19530618 0.12 59 46
19530619 0.04 59 47
19530620 0.00 59 47
19530621 0.00 63 48
19530622 0.04 61 46
19530623 0.03 60 45
19530624 0.00 61 50
19530625 0.00 63 50
19530626 0.02 63 50
19530627 0.01 62 51
19530628 0.00 62 50
19530629 0.02 71 51
19530630 0.00 68 50
19530701 0.00 71 51
19530702 0.00 73 49
19530703 0.00 66 51
19530704 0.00 72 50
19530705 0.00 79 51
19530706 0.00 83 53
19530707 0.03 88 53
19530708 0.50 72 55
19530709 0.00 76 52
19530710 0.00 80 55
19530711 0.00 81 56
19530712 0.00 73 56
19530713 0.03 66 56
19530714 0.00 71 53
19530715 0.00 68 50
19530716 0.00 74 50
19530717 0.00 81 48
19530718 0.05 63 53
19530719 0.00 67 52
19530720 0.00 71 50
19530721 0.00 78 51
19530722 0.05 70 51
19530723 0.00 68 51
19530724 0.00 70 43
19530725 0.00 67 50
19530726 0.00 69 52
19530727 0.00 71 52
19530728 0.00 74 47
19530729 0.00 60 49
19530730 0.00 68 53
19530731 0.00 69 52
19530801 0.00 72 50
19530802 0.00 79 46
19530803 0.00 68 52
19530804 0.00 74 53
19530805 0.00 77 55
19530806 0.11 68 55
19530807 0.00 75 57
19530808 0.13 67 56
19530809 0.19 70 53
19530810 0.00 77 49
19530811 0.00 81 53
19530812 0.00 77 49
19530813 0.00 79 51
19530814 0.00 85 49
19530815 0.00 68 56
19530816 0.00 69 53
19530817 0.00 76 50
19530818 0.00 82 54
19530819 0.00 81 54
19530820 0.00 71 53
19530821 0.00 73 53
19530822 0.08 74 52
19530823 0.03 68 53
19530824 0.01 68 50
19530825 0.01 71 52
19530826 0.42 66 54
19530827 0.12 68 56
19530828 0.00 64 53
19530829 0.00 73 52
19530830 0.00 67 52
19530831 0.01 69 57
19530901 0.00 64 55
19530902 0.00 70 55
19530903 0.00 77 53
19530904 0.00 83 50
19530905 0.00 86 51
19530906 0.00 73 56
19530907 0.00 68 59
19530908 0.00 73 53
19530909 0.00 76 47
19530910 0.00 78 52
19530911 0.07 80 50
19530912 0.03 71 53
19530913 0.00 74 48
19530914 0.00 72 52
19530915 0.00 75 48
19530916 0.07 64 45
19530917 0.00 65 45
19530918 0.00 71 44
19530919 0.00 68 52
19530920 0.00 74 48
19530921 0.00 76 43
19530922 0.20 63 56
19530923 0.02 63 50
19530924 0.00 65 40
19530925 0.00 63 40
19530926 0.01 60 47
19530927 0.73 63 51
19530928 0.22 59 49
19530929 0.28 60 49
19530930 1.65 57 47
19531001 0.35 57 46
19531002 0.00 61 46
19531003 0.00 68 46
19531004 0.00 67 46
19531005 0.00 76 49
19531006 0.00 67 52
19531007 0.00 73 46
19531008 0.40 65 56
19531009 1.27 63 56
19531010 0.33 63 47
19531011 0.00 60 43
19531012 0.00 62 40
19531013 0.00 64 48
19531014 0.00 51 45
19531015 0.00 64 49
19531016 0.09 63 48
19531017 0.45 57 50
19531018 0.47 57 47
19531019 0.05 60 44
19531020 0.10 57 44
19531021 0.00 53 40
19531022 0.00 59 35
19531023 0.00 59 32
19531024 0.00 53 39
19531025 0.00 56 42
19531026 0.00 59 40
19531027 0.00 62 41
19531028 0.00 60 43
19531029 0.12 57 50
19531030 0.21 57 49
19531031 0.59 55 52
19531101 0.77 54 36
19531102 0.00 51 33
19531103 0.00 54 29
19531104 0.00 54 33
19531105 0.44 52 41
19531106 0.28 51 44
19531107 0.09 53 39
19531108 0.00 60 37
19531109 0.00 56 42
19531110 0.17 61 40
19531111 0.19 60 49
19531112 0.04 60 45
19531113 0.25 58 49
19531114 0.13 58 51
19531115 0.27 52 44
19531116 0.76 45 39
19531117 0.26 44 37
19531118 0.11 47 38
19531119 0.33 45 38
19531120 0.02 49 37
19531121 0.99 52 38
19531122 0.14 54 44
19531123 0.12 55 43
19531124 0.04 52 47
19531125 0.59 56 39
19531126 0.22 45 36
19531127 0.14 51 39
19531128 0.15 51 40
19531129 0.59 54 45
19531130 0.13 52 42
19531201 0.07 48 42
19531202 0.06 49 42
19531203 0.44 47 41
19531204 0.00 45 40
19531205 1.00 48 35
19531206 0.23 40 35
19531207 0.00 40 32
19531208 0.45 51 35
19531209 0.72 51 38
19531210 0.00 44 36
19531211 0.60 50 38
19531212 0.00 50 35
19531213 0.01 44 32
19531214 0.17 48 40
19531215 0.00 47 38
19531216 0.00 51 33
19531217 0.28 48 32
19531218 0.08 50 43
19531219 1.19 51 44
19531220 0.06 48 43
19531221 0.00 47 36
19531222 0.00 41 31
19531223 0.14 44 32
19531224 0.00 47 40
19531225 0.01 46 39
19531226 0.28 46 40
19531227 0.03 47 38
19531228 0.07 49 37
19531229 0.00 42 35
19531230 0.00 47 39
19531231 0.03 49 44
19540101 0.04 44 36
19540102 0.44 51 34
19540103 0.48 44 37
19540104 0.79 44 37
19540105 1.27 53 37
19540106 0.56 44 40
19540107 0.38 46 40
19540108 0.00 46 36
19540109 0.06 44 37
19540110 0.00 44 35
19540111 0.00 41 31
19540112 0.00 40 29
19540113 0.06 44 33
19540114 0.29 44 34
19540115 0.06 36 23
19540116 0.25 29 22
19540117 0.43 33 27
19540118 0.24 32 23
19540119 0.00 28 18
19540120 0.02 28 16
19540121 1.64 40 27
19540122 0.79 37 32
19540123 0.04 36 32
19540124 0.04 33 29
19540125 0.10 39 30
19540126 0.04 36 30
19540127 0.12 39 30
19540128 0.03 43 33
19540129 0.03 40 28
19540130 0.06 48 37
19540131 0.10 55 41
19540201 0.00 50 33
19540202 0.00 41 30
19540203 0.00 58 28
19540204 0.00 48 33
19540205 0.00 51 35
19540206 0.00 54 31
19540207 0.00 58 32
19540208 0.00 46 33
19540209 0.00 41 35
19540210 0.00 45 31
19540211 0.45 42 28
19540212 1.23 55 37
19540213 0.20 49 40
19540214 0.03 45 34
19540215 0.05 46 39
19540216 0.06 55 45
19540217 0.33 57 38
19540218 0.22 40 35
19540219 0.63 48 40
19540220 0.31 50 43
19540221 0.57 50 41
19540222 0.00 50 41
19540223 0.01 53 38
19540224 0.05 48 40
19540225 0.17 46 37
19540226 0.00 47 34
19540227 0.00 47 31
19540228 0.07 44 37
