#date precip TMax Tmin
   
19770717 0.00 70 56
19770718 0.00 73 54
19770719 0.00 77 52
19770720 0.00 83 55
19770721 0.00 75 55
19770722 0.00 79 56
19770723 0.00 82 54
19770724 0.00 87 59
19770725 0.00 78 57
19770726 0.00 76 56
19770727 0.00 80 54
19770728 0.00 74 57
19770729 0.00 75 55
19770730 0.00 82 56
19770731 0.00 85 63
19770801 0.00 87 59
19770802 0.00 89 58
19770803 0.00 88 58
19770804 0.00 83 58
19770805 0.00 89 59
19770806 0.00 87 57
19770807 0.00 86 57
19770808 0.00 85 56
19770809 0.00 91 58
19770810 0.00 95 62
19770811 0.00 95 61
19770812 0.00 96 64
19770813 0.00 86 57
19770814 0.00 79 56
19770815 0.00 85 57
19770816 0.00 94 58
19770817 0.00 96 62
19770818 0.00 76 58
19770819 0.00 73 59
19770820 0.00 79 54
19770821 0.00 65 59
19770822 0.00 72 55
19770823 1.49 62 55
19770824 0.49 64 55
19770825 0.46 61 56
19770826 0.67 68 55
19770827 0.02 67 57
19770828 0.06 69 57
19770829 0.36 63 54
19770830 0.04 69 52
19770831 0.00 71 51
19770901 0.00 74 48
19770902 0.30 64 55
19770903 0.13 72 58
19770904 0.21 75 60
19770905 0.00 72 55
19770906 0.00 72 48
19770907 0.02 72 53
19770908 0.00 69 49
19770909 0.00 70 51
19770910 0.00 71 50
19770911 0.00 72 49
19770912 0.00 76 54
19770913 0.00 77 54
19770914 0.00 69 53
19770915 0.02 66 53
19770916 0.00 65 50
19770917 0.00 65 50
19770918 0.14 63 55
19770919 0.28 66 54
19770920 0.08 62 52
19770921 0.00 63 49
19770922 0.00 61 43
19770923 0.63 61 51
19770924 0.08 62 51
19770925 0.15 58 49
19770926 0.00 64 43
19770927 0.06 65 48
19770928 0.36 58 47
19770929 0.09 60 49
19770930 0.00 60 49
19771001 0.00 61 50
19771002 0.00 59 44
19771003 0.00 61 42
19771004 0.00 63 44
19771005 0.00 64 42
19771006 0.15 53 47
19771007 0.00 61 49
19771008 0.02 57 46
19771009 0.00 58 46
19771010 0.00 61 42
19771011 0.00 64 44
19771012 0.24 64 47
19771013 0.00 61 47
19771014 0.00 62 43
19771015 0.07 69 47
19771016 0.00 61 49
19771017 0.00 56 45
19771018 0.00 55 44
19771019 0.07 53 43
19771020 0.00 50 43
19771021 0.07 59 47
19771022 0.00 67 51
19771023 0.18 62 49
19771024 0.45 59 48
19771025 0.67 60 46
19771026 0.00 57 41
19771027 0.00 55 41
19771028 0.36 56 48
19771029 0.26 55 46
19771030 0.01 54 43
19771031 0.05 51 43
19771101 0.66 60 45
19771102 0.00 52 41
19771103 0.00 47 34
19771104 0.09 55 35
19771105 0.00 55 44
19771106 0.10 51 45
19771107 0.00 51 36
19771108 0.00 44 32
19771109 0.58 51 41
19771110 0.13 57 48
19771111 0.13 56 45
19771112 0.10 53 43
19771113 0.22 54 45
19771114 0.30 53 45
19771115 0.16 53 42
19771116 0.00 49 40
19771117 0.14 43 34
19771118 0.02 37 30
19771119 0.00 39 25
19771120 0.00 36 26
19771121 0.00 36 21
19771122 0.10 35 28
19771123 0.43 47 32
19771124 0.00 50 43
19771125 1.48 59 44
19771126 0.10 52 44
19771127 0.07 50 46
19771128 0.39 52 47
19771129 0.00 52 41
19771130 0.07 44 36
19771201 0.18 55 41
19771202 0.20 56 49
19771203 0.01 50 42
19771204 0.03 44 37
19771205 0.23 45 35
19771206 0.28 50 39
19771207 0.00 42 32
19771208 0.00 36 32
19771209 0.10 41 33
19771210 1.55 52 39
19771211 0.57 51 47
19771212 0.48 49 45
19771213 0.67 56 46
19771214 0.36 54 49
19771215 1.08 49 40
19771216 0.00 46 35
19771217 0.13 42 39
19771218 0.10 43 38
19771219 0.00 45 36
19771220 0.00 52 35
19771221 0.00 50 36
19771222 0.00 44 34
19771223 0.00 44 34
19771224 0.00 42 39
19771225 0.00 42 34
19771226 0.00 46 32
19771227 0.00 49 32
19771228 0.08 44 35
19771229 0.38 44 39
19771230 0.04 41 31
19771231 0.00 43 30
19780101 0.00 44 29
19780102 0.08 43 33
19780103 1.01 47 33
19780104 0.29 53 46
19780105 0.08 50 39
19780106 0.00 42 38
19780107 0.61 46 40
19780108 0.43 50 45
19780109 0.15 52 45
19780110 0.05 47 44
19780111 0.10 50 43
19780112 0.06 55 42
19780113 0.09 49 41
19780114 0.14 55 44
19780115 0.00 55 49
19780116 0.00 54 44
19780117 0.00 53 39
19780118 0.01 54 44
19780119 0.01 55 44
19780120 0.05 52 46
19780121 0.72 50 43
19780122 0.00 46 37
19780123 0.00 44 35
19780124 0.00 48 35
19780125 0.08 44 39
19780126 0.15 46 38
19780127 0.00 45 36
19780128 0.08 43 41
19780129 0.00 46 36
19780130 0.00 47 34
19780131 0.11 46 37
19780201 0.64 46 39
19780202 0.74 50 45
19780203 0.00 53 49
19780204 0.00 62 44
19780205 0.27 59 48
19780206 0.05 59 46
19780207 0.30 52 44
19780208 0.09 57 43
19780209 0.07 50 35
19780210 0.00 45 32
19780211 0.00 46 32
19780212 0.00 52 31
19780213 0.00 53 41
19780214 0.57 51 37
19780215 0.00 47 37
19780216 0.00 47 36
19780217 0.00 52 40
19780218 0.09 51 46
19780219 0.00 59 44
19780220 0.00 53 43
19780221 0.00 60 44
19780222 0.00 50 40
19780223 0.24 52 43
19780224 0.17 48 42
19780225 0.36 47 42
19780226 0.00 49 38
19780227 0.00 49 34
19780228 0.00 48 34
19780301 0.00 51 30
19780302 0.00 51 34
19780303 0.05 48 37
19780304 0.00 52 36
19780305 0.01 53 41
19780306 0.04 55 41
19780307 0.61 56 46
19780308 0.00 58 43
19780309 0.00 54 42
19780310 0.00 53 36
19780311 0.70 45 39
19780312 0.01 50 39
19780313 0.06 51 37
19780314 0.01 54 35
19780315 0.00 56 37
19780316 0.00 64 40
19780317 0.00 64 39
19780318 0.00 63 40
19780319 0.00 59 44
19780320 0.00 64 41
19780321 0.00 62 46
19780322 0.00 61 43
19780323 0.31 54 48
19780324 0.17 58 46
19780325 0.30 52 47
19780326 0.00 62 47
19780327 0.00 58 49
19780328 0.15 57 46
19780329 0.00 59 46
19780330 0.01 52 45
19780331 0.00 61 38
19780401 0.02 52 44
19780402 0.11 52 41
19780403 0.00 64 43
19780404 0.30 58 43
19780405 0.06 54 40
19780406 0.00 53 33
19780407 0.00 60 37
19780408 0.00 59 45
19780409 0.00 64 40
19780410 0.02 69 43
19780411 0.00 57 39
19780412 0.00 57 38
19780413 0.15 53 40
19780414 0.12 50 43
19780415 0.67 61 41
19780416 0.68 50 38
19780417 0.07 54 40
19780418 0.26 59 45
19780419 0.47 58 44
19780420 0.00 56 40
19780421 0.17 50 39
19780422 0.40 50 41
19780423 0.00 58 41
19780424 0.00 70 48
19780425 0.00 64 52
19780426 0.07 56 50
19780427 0.18 56 49
19780428 0.44 56 48
19780429 0.00 59 45
19780430 0.00 61 44
19780501 0.00 64 44
19780502 0.00 61 47
19780503 0.09 58 42
19780504 0.05 55 40
19780505 0.00 60 39
19780506 0.00 65 40
19780507 0.00 71 45
19780508 0.00 67 44
19780509 0.08 59 49
19780510 0.13 53 45
19780511 0.00 59 46
19780512 0.21 59 45
19780513 0.23 59 51
19780514 0.41 53 45
19780515 0.20 60 47
19780516 0.00 63 48
19780517 0.00 63 48
19780518 0.00 68 48
19780519 0.00 79 52
19780520 0.00 82 53
19780521 0.00 62 45
19780522 0.03 59 42
19780523 0.00 62 40
19780524 0.00 63 46
19780525 0.13 61 44
19780526 0.06 58 50
19780527 0.11 63 49
19780528 0.06 62 48
19780529 0.00 61 45
19780530 0.00 69 43
19780531 0.00 78 51
19780601 0.00 82 61
19780602 0.00 86 58
19780603 0.00 87 58
19780604 0.00 88 59
19780605 0.00 92 61
19780606 0.00 83 57
19780607 0.00 71 54
19780608 0.00 74 51
19780609 0.31 65 52
19780610 0.00 66 49
19780611 0.03 72 54
19780612 0.28 69 54
19780613 0.10 64 51
19780614 0.03 67 47
19780615 0.00 67 50
19780616 0.00 66 49
19780617 0.00 76 51
19780618 0.00 71 53
19780619 0.00 75 49
19780620 0.00 80 54
19780621 0.00 71 53
19780622 0.00 69 52
19780623 0.00 72 50
19780624 0.00 69 52
19780625 0.00 67 54
19780626 0.00 76 52
19780627 0.00 85 55
19780628 0.00 88 59
19780629 0.00 67 60
19780630 0.00 75 59
19780701 0.00 76 58
19780702 0.00 68 58
19780703 0.00 67 56
19780704 0.00 64 54
19780705 0.00 70 56
19780706 0.00 77 53
19780707 0.00 75 53
19780708 0.00 68 55
19780709 0.00 69 55
19780710 0.05 66 52
19780711 0.02 71 53
19780712 0.00 79 52
19780713 0.00 85 55
19780714 0.00 85 56
19780715 0.00 74 57
19780716 0.60 62 55
19780717 0.00 68 52
19780718 0.00 73 53
19780719 0.00 81 54
19780720 0.00 89 56
19780721 0.00 93 61
19780722 0.00 95 64
19780723 0.00 84 56
19780724 0.00 75 54
19780725 0.00 88 55
19780726 0.73 72 59
19780727 0.00 73 58
19780728 0.00 78 55
19780729 0.00 81 55
19780730 0.00 83 55
19780731 0.00 74 52
19780801 0.00 72 55
19780802 0.00 78 55
19780803 0.00 83 56
19780804 0.00 79 58
19780805 0.00 79 57
19780806 0.00 84 60
19780807 0.00 88 62
19780808 0.00 95 64
19780809 0.00 85 58
19780810 0.05 75 54
19780811 0.15 66 57
19780812 0.02 72 56
19780813 0.00 74 57
19780814 0.13 65 54
19780815 0.00 71 56
19780816 0.00 71 54
19780817 0.00 71 54
19780818 0.10 69 57
19780819 0.03 65 57
19780820 0.03 66 54
19780821 0.00 75 57
19780822 0.05 66 55
19780823 0.06 66 53
19780824 0.30 73 57
19780825 0.08 71 55
19780826 0.00 74 53
19780827 0.00 73 52
19780828 0.00 79 58
19780829 0.00 80 58
19780830 0.00 74 58
19780831 0.19 66 60
19780901 0.55 66 59
19780902 0.25 73 56
19780903 0.14 63 56
19780904 0.14 63 55
19780905 0.18 62 54
19780906 0.06 67 53
19780907 0.00 67 51
19780908 0.32 67 51
19780909 0.47 65 57
19780910 0.00 66 54
19780911 0.02 69 54
19780912 0.00 66 53
19780913 0.02 60 52
19780914 0.00 68 52
19780915 0.00 68 52
19780916 0.13 63 45
19780917 0.58 58 45
19780918 0.00 64 43
19780919 0.00 66 45
19780920 0.25 58 52
19780921 0.18 62 52
19780922 1.65 60 53
19780923 0.71 64 54
19780924 0.00 64 53
19780925 0.00 69 55
19780926 0.01 67 53
19780927 0.02 70 54
19780928 0.16 64 53
19780929 0.00 73 53
19780930 0.11 67 50
19781001 0.00 65 49
19781002 0.00 67 48
19781003 0.00 65 47
19781004 0.00 64 49
19781005 0.00 71 49
19781006 0.00 72 43
19781007 0.00 67 51
19781008 0.00 72 56
19781009 0.00 65 53
19781010 0.00 60 52
19781011 0.00 63 49
19781012 0.00 61 45
19781013 0.00 65 46
19781014 0.00 71 49
19781015 0.00 66 47
19781016 0.00 60 56
19781017 0.00 65 51
19781018 0.00 65 50
19781019 0.00 64 45
19781020 0.10 57 50
19781021 0.00 59 42
19781022 0.00 61 44
19781023 0.78 66 46
19781024 0.00 56 45
19781025 0.00 59 40
19781026 0.00 53 39
19781027 0.00 55 46
19781028 0.10 52 45
19781029 0.00 53 40
19781030 0.00 53 36
19781031 0.00 53 33
19781101 0.00 59 36
19781102 0.67 53 42
19781103 1.05 57 44
19781104 0.00 53 40
19781105 0.00 50 36
19781106 0.00 56 40
19781107 0.01 59 51
19781108 0.24 52 40
19781109 0.23 47 34
19781110 0.00 45 33
19781111 0.00 45 28
19781112 0.00 44 24
19781113 0.00 44 27
19781114 0.00 47 26
19781115 0.58 44 29
19781116 0.25 50 42
19781117 0.00 50 42
19781118 0.57 44 34
19781119 0.87 35 31
19781120 0.00 37 31
19781121 0.00 41 28
19781122 0.00 38 25
19781123 0.00 40 33
19781124 0.00 47 36
19781125 0.00 46 36
19781126 0.00 45 33
19781127 0.33 43 30
19781128 0.00 47 42
19781129 0.54 48 42
19781130 0.71 48 43
19781201 0.01 44 42
19781202 0.00 46 40
19781203 0.12 50 44
19781204 0.51 46 35
19781205 0.06 42 34
19781206 0.00 41 30
19781207 0.00 38 28
19781208 0.01 40 32
19781209 0.17 46 36
19781210 0.20 53 38
19781211 0.04 52 33
19781212 0.00 45 30
19781213 0.00 45 26
19781214 0.00 50 37
19781215 0.00 45 34
19781216 0.00 45 34
19781217 0.06 46 38
19781218 0.01 44 35
19781219 0.00 35 31
19781220 0.04 44 34
19781221 0.03 45 41
19781222 0.06 46 40
19781223 0.01 51 40
19781224 0.00 50 35
19781225 0.00 43 29
19781226 0.00 43 32
19781227 0.04 42 26
19781228 0.00 31 19
19781229 0.00 28 17
19781230 0.00 23 14
19781231 0.00 26 13
19790101 0.00 30 20
19790102 0.00 36 26
19790103 0.00 40 23
19790104 0.00 41 31
19790105 0.00 43 27
19790106 0.00 46 29
19790107 0.00 47 33
19790108 0.00 48 34
19790109 0.13 43 35
19790110 0.71 45 36
19790111 0.00 45 40
19790112 0.00 45 39
19790113 0.00 47 36
19790114 0.05 44 37
19790115 0.01 42 36
19790116 0.00 43 36
19790117 0.00 50 34
19790118 0.00 47 30
19790119 0.06 45 39
19790120 0.62 53 43
19790121 0.37 44 34
19790122 0.00 41 32
19790123 0.24 46 34
19790124 0.00 44 32
19790125 0.01 43 32
19790126 0.05 39 32
19790127 0.00 41 35
19790128 0.00 41 27
19790129 0.00 43 26
19790130 0.00 43 25
19790131 0.00 40 26
19790201 0.00 40 25
19790202 0.03 37 25
19790203 0.08 41 34
19790204 0.06 49 38
19790205 0.24 48 44
19790206 0.71 52 43
19790207 0.00 47 41
19790208 0.23 50 40
19790209 0.18 49 43
19790210 0.31 45 41
19790211 0.72 51 44
19790212 0.72 55 43
19790213 0.08 55 35
19790214 0.00 42 31
19790215 0.07 47 33
19790216 0.07 46 35
19790217 0.15 51 37
19790218 0.06 48 38
19790219 0.08 46 35
19790220 0.03 50 30
19790221 0.14 44 33
19790222 0.00 51 32
19790223 0.29 43 36
19790224 0.41 51 38
19790225 0.43 58 45
19790226 0.07 47 41
19790227 0.16 49 36
19790228 0.00 45 33
19790301 0.00 46 34
19790302 0.00 54 34
19790303 0.19 49 44
19790304 0.92 58 46
19790305 0.14 57 51
19790306 0.03 63 50
19790307 0.00 57 41
19790308 0.00 53 40
19790309 0.00 64 38
19790310 0.00 68 38
19790311 0.00 55 44
19790312 0.00 59 42
19790313 0.00 70 40
19790314 0.01 61 41
19790315 0.15 50 44
19790316 0.00 54 40
19790317 0.08 55 42
19790318 0.00 59 42
19790319 0.00 57 41
19790320 0.00 63 38
19790321 0.00 61 37
19790322 0.00 68 39
19790323 0.00 68 42
19790324 0.00 64 41
19790325 0.00 50 41
19790326 0.00 56 40
19790327 0.00 52 43
19790328 0.00 57 41
19790329 0.00 54 39
19790330 0.03 52 41
19790331 0.00 50 40
19790401 0.07 50 36
19790402 0.04 52 40
19790403 0.00 50 40
19790404 0.02 53 47
19790405 0.00 61 46
19790406 0.00 55 43
19790407 0.00 57 41
19790408 0.13 55 43
19790409 0.13 52 41
19790410 0.03 51 40
19790411 0.03 56 42
19790412 0.20 55 41
19790413 0.14 54 40
19790414 0.00 55 37
19790415 0.00 53 42
19790416 0.02 47 43
19790417 0.00 53 40
19790418 0.00 55 40
19790419 0.00 56 39
19790420 0.00 61 41
19790421 0.00 64 42
19790422 0.00 68 44
19790423 0.00 67 47
19790424 0.00 64 43
19790425 0.00 69 42
19790426 0.00 76 45
19790427 0.00 72 48
19790428 0.00 68 53
19790429 0.00 67 52
19790430 0.00 66 48
19790501 0.00 57 50
19790502 0.00 63 49
19790503 0.00 65 48
19790504 0.33 59 50
19790505 0.32 60 46
19790506 0.04 58 46
19790507 0.00 61 43
19790508 0.00 63 44
19790509 0.09 62 46
19790510 0.00 60 44
19790511 0.00 65 47
19790512 0.00 65 46
19790513 0.00 67 50
19790514 0.00 72 47
19790515 0.00 72 48
19790516 0.02 66 51
19790517 0.00 68 45
19790518 0.00 69 51
19790519 0.00 69 46
19790520 0.00 75 46
19790521 0.00 75 47
19790522 0.00 70 51
19790523 0.00 69 53
19790524 0.00 72 53
19790525 0.00 81 52
19790526 0.02 67 48
19790527 0.06 60 45
19790528 0.00 62 43
19790529 0.00 66 45
19790530 0.00 73 45
19790531 0.00 79 50
19790601 0.00 85 52
19790602 0.00 88 56
19790603 0.00 81 57
19790604 0.00 72 53
19790605 0.12 71 53
19790606 0.02 64 48
19790607 0.00 71 45
19790608 0.00 76 50
19790609 0.00 80 51
19790610 0.00 79 56
19790611 0.00 75 50
19790612 0.00 70 49
19790613 0.00 69 48
19790614 0.00 71 48
19790615 0.00 69 52
19790616 0.03 69 51
19790617 0.03 60 52
19790618 0.00 64 54
19790619 0.14 67 51
19790620 0.00 67 51
19790621 0.00 72 54
19790622 0.00 71 49
19790623 0.00 75 55
19790624 0.00 78 55
19790625 0.00 84 52
19790626 0.00 84 52
19790627 0.00 75 50
19790628 0.00 77 50
19790629 0.00 68 52
19790630 0.12 67 54
19790701 0.58 59 49
19790702 0.00 69 47
19790703 0.00 78 51
19790704 0.00 74 57
19790705 0.00 80 56
19790706 0.00 75 55
19790707 0.00 77 55
19790708 0.00 79 61
19790709 0.08 80 60
19790710 0.04 70 58
19790711 0.03 70 56
19790712 0.00 71 57
19790713 0.00 73 53
19790714 0.00 78 51
19790715 0.00 86 60
19790716 0.00 98 63
19790717 0.00 96 62
19790718 0.00 92 58
19790719 0.00 90 55
19790720 0.00 85 57
19790721 0.00 72 58
19790722 0.00 78 56
19790723 0.00 76 53
19790724 0.00 77 55
19790725 0.00 80 55
19790726 0.00 84 55
19790727 0.00 72 55
19790728 0.00 69 57
19790729 0.00 79 53
19790730 0.00 85 57
19790731 0.00 87 64
19790801 0.00 72 60
19790802 0.00 75 55
19790803 0.00 73 56
19790804 0.00 77 53
19790805 0.00 71 52
19790806 0.00 75 54
19790807 0.00 79 52
19790808 0.00 78 51
19790809 0.00 82 52
19790810 0.00 81 52
19790811 0.00 77 53
19790812 0.00 81 51
19790813 0.03 69 53
19790814 0.11 62 57
19790815 0.00 76 55
19790816 0.12 76 57
19790817 0.11 76 59
19790818 0.24 64 58
19790819 0.13 64 58
19790820 0.00 74 56
19790821 0.26 66 58
19790822 0.02 72 54
19790823 0.00 70 57
19790824 0.00 76 52
19790825 0.00 78 54
19790826 0.00 74 52
19790827 0.00 66 55
19790828 0.00 72 57
19790829 0.00 67 54
19790830 0.00 63 60
19790831 0.00 74 57
19790901 0.29 68 60
19790902 0.71 66 57
19790903 0.07 67 55
19790904 0.00 68 54
19790905 0.16 64 57
19790906 0.00 70 55
19790907 0.24 80 57
19790908 0.60 70 55
19790909 0.00 69 52
19790910 0.00 68 49
19790911 0.00 70 52
19790912 0.00 77 53
19790913 0.00 84 58
19790914 0.00 93 54
19790915 0.00 71 56
19790916 0.00 72 59
19790917 0.00 75 54
19790918 0.00 77 54
19790919 0.00 67 58
19790920 0.00 67 58
19790921 0.00 70 56
19790922 0.00 69 51
19790923 0.00 67 49
19790924 0.00 72 52
19790925 0.00 72 50
19790926 0.00 68 58
19790927 0.00 66 54
19790928 0.00 65 51
19790929 0.00 66 48
19790930 0.00 69 53
19791001 0.00 70 50
19791002 0.00 66 53
19791003 0.00 77 47
19791004 0.00 65 54
19791005 0.00 69 49
19791006 0.00 68 49
19791007 0.00 60 48
19791008 0.00 60 51
19791009 0.00 74 50
19791010 0.00 73 47
19791011 0.00 58 44
19791012 0.00 56 43
19791013 0.01 56 47
19791014 0.24 58 52
19791015 0.01 62 53
19791016 0.16 58 51
19791017 0.00 60 46
19791018 0.60 52 47
19791019 0.11 54 46
19791020 0.06 56 43
19791021 0.00 58 41
19791022 0.30 57 49
19791023 0.00 62 49
19791024 0.45 61 49
19791025 0.25 58 51
19791026 0.64 59 50
19791027 0.49 59 46
19791028 0.06 55 44
19791029 0.00 53 41
19791030 0.00 54 44
19791031 0.00 55 42
19791101 0.00 56 32
19791102 0.07 55 48
19791103 0.27 58 47
19791104 0.13 54 48
19791105 0.02 57 49
19791106 0.00 62 46
19791107 0.00 58 41
19791108 0.00 50 36
19791109 0.00 47 34
19791110 0.00 49 38
19791111 0.00 46 34
19791112 0.00 41 35
19791113 0.00 44 33
19791114 0.00 54 32
19791115 0.00 53 34
19791116 0.11 53 45
19791117 0.02 51 41
19791118 0.00 48 37
19791119 0.01 48 36
19791120 0.00 48 30
19791121 0.00 54 30
19791122 0.60 47 41
19791123 0.00 48 38
19791124 0.28 43 38
19791125 0.16 43 36
19791126 0.14 40 32
19791127 0.00 44 28
19791128 0.00 49 42
19791129 0.13 46 40
19791130 0.00 47 38
19791201 1.52 47 37
19791202 0.16 48 42
19791203 0.65 55 40
19791204 0.16 55 44
19791205 0.00 47 44
19791206 0.00 50 47
19791207 0.03 49 42
19791208 0.00 46 38
19791209 0.14 53 37
19791210 0.00 43 31
19791211 0.09 43 30
19791212 0.00 46 37
19791213 1.32 49 40
19791214 1.67 50 40
19791215 1.45 42 32
19791216 0.64 46 33
19791217 1.61 56 42
19791218 0.49 53 50
19791219 0.49 52 47
19791220 0.04 52 46
19791221 0.76 47 38
19791222 0.09 42 32
19791223 0.02 43 37
19791224 0.00 52 40
19791225 0.06 51 41
19791226 0.02 51 41
19791227 0.00 50 32
19791228 0.00 47 32
19791229 0.00 48 38
19791230 0.23 48 43
19791231 0.21 54 44
19800101 0.22 52 44
19800102 0.19 46 37
19800103 0.00 46 33
19800104 0.13 40 34
19800105 0.12 39 30
19800106 0.00 35 26
19800107 0.19 30 24
19800108 0.37 29 26
19800109 0.15 34 26
19800110 0.00 38 28
19800111 0.51 45 31
19800112 0.69 50 35
19800113 0.16 40 34
19800114 0.20 43 38
19800115 0.17 45 38
19800116 0.57 44 40
19800117 0.05 41 31
19800118 0.00 38 25
19800119 0.00 44 26
19800120 0.00 40 30
19800121 0.00 47 32
19800122 0.00 48 32
19800123 0.00 43 31
19800124 0.00 43 33
19800125 0.06 40 32
19800126 0.00 33 21
19800127 0.00 29 19
19800128 0.00 29 19
19800129 0.00 31 15
19800130 0.00 38 19
19800131 0.31 38 33
19800201 0.37 54 36
19800202 0.80 51 44
19800203 0.11 52 41
19800204 0.00 51 39
19800205 0.23 52 41
19800206 0.46 48 44
19800207 0.00 50 40
19800208 0.00 47 37
19800209 0.00 47 32
19800210 0.00 46 31
19800211 0.00 43 29
19800212 0.00 42 29
19800213 0.00 42 33
19800214 0.01 39 28
19800215 0.20 37 27
19800216 0.00 46 32
19800217 0.36 47 36
19800218 0.31 50 46
19800219 0.16 51 43
19800220 0.18 47 39
19800221 0.00 46 31
19800222 0.00 53 32
19800223 0.00 56 34
19800224 0.06 59 47
19800225 0.37 57 45
19800226 0.72 57 49
19800227 0.38 57 51
19800228 0.32 53 44
19800229 0.00 55 43
19800301 0.00 61 42
19800302 0.00 59 45
19800303 0.26 47 44
19800304 0.05 51 41
19800305 0.00 46 37
19800306 0.00 48 31
19800307 0.01 49 41
19800308 0.01 51 40
19800309 0.01 46 42
19800310 0.05 50 40
19800311 0.11 46 36
19800312 0.17 45 37
19800313 0.33 47 37
19800314 0.17 43 34
19800315 0.00 45 34
19800316 0.07 47 33
19800317 0.36 51 38
19800318 0.00 47 37
19800319 0.20 50 43
19800320 0.10 51 42
19800321 0.00 51 42
19800322 0.00 52 40
19800323 0.00 53 36
19800324 0.00 51 38
19800325 0.00 55 34
19800326 0.02 51 39
19800327 0.00 53 37
19800328 0.00 53 42
19800329 0.00 53 38
19800330 0.00 51 37
19800331 0.18 47 38
19800401 0.00 56 41
19800402 0.00 60 35
19800403 0.00 60 38
19800404 0.02 60 45
19800405 0.35 56 42
19800406 0.25 48 35
19800407 0.00 52 36
19800408 0.35 58 41
19800409 0.35 52 40
19800410 0.00 55 39
19800411 0.00 64 38
19800412 0.00 76 45
19800413 0.00 75 54
19800414 0.36 59 47
19800415 0.00 57 44
19800416 0.00 67 38
19800417 0.03 57 45
19800418 0.04 63 51
19800419 1.06 57 47
19800420 0.19 55 44
19800421 0.00 56 42
19800422 0.00 61 43
19800423 0.00 64 41
19800424 0.00 58 44
19800425 0.00 63 41
19800426 0.00 66 49
19800427 0.00 74 47
19800428 0.23 61 45
19800429 0.00 57 44
19800430 0.00 64 43
19800501 0.00 75 47
19800502 0.05 59 46
19800503 0.00 66 40
19800504 0.00 77 45
19800505 0.00 63 49
19800506 0.00 63 46
19800507 0.00 64 43
19800508 0.00 61 47
19800509 0.00 62 46
19800510 0.00 68 48
19800511 0.00 67 49
19800512 0.00 57 50
19800513 0.00 60 48
19800514 0.01 61 48
19800515 0.00 60 45
19800516 0.00 60 44
19800517 0.00 69 47
19800518 0.00 70 49
19800519 0.01 61 49
19800520 0.02 55 48
19800521 0.21 59 47
19800522 0.04 56 44
19800523 0.00 60 37
19800524 0.03 59 43
19800525 0.01 53 49
19800526 0.53 49 47
19800527 0.06 54 48
19800528 0.00 63 49
19800529 0.00 59 49
19800530 0.00 64 47
19800531 0.00 66 47
19800601 0.07 57 47
19800602 0.06 59 45
19800603 0.00 63 44
19800604 0.00 63 46
19800605 0.33 52 47
19800606 0.07 63 48
19800607 0.01 65 49
19800608 0.37 68 53
19800609 0.00 65 52
19800610 0.00 66 51
19800611 0.00 66 50
19800612 0.00 62 53
19800613 0.00 61 52
19800614 0.00 60 52
19800615 0.00 66 53
19800616 0.19 62 51
19800617 0.00 65 51
19800618 0.00 69 46
19800619 0.00 73 50
19800620 0.00 73 51
19800621 0.00 67 53
19800622 0.01 68 53
19800623 0.07 66 50
19800624 0.23 65 53
19800625 0.36 63 51
19800626 0.00 65 48
19800627 0.00 64 53
19800628 0.00 68 53
19800629 0.00 66 52
19800630 0.00 70 50
19800701 0.00 77 51
19800702 0.00 66 53
19800703 0.02 61 54
19800704 0.04 65 49
19800705 0.00 70 50
19800706 0.00 72 50
19800707 0.00 76 53
19800708 0.00 79 53
19800709 0.15 64 52
19800710 0.00 65 55
19800711 0.21 67 55
19800712 0.00 72 53
19800713 0.00 66 53
19800714 0.03 68 55
19800715 0.00 74 55
19800716 0.01 68 56
19800717 0.00 73 53
19800718 0.00 76 54
19800719 0.00 68 57
19800720 0.00 78 60
19800721 0.00 85 60
19800722 0.00 76 59
19800723 0.00 69 57
19800724 0.00 76 52
19800725 0.00 78 56
19800726 0.00 81 57
19800727 0.00 82 57
19800728 0.00 80 59
19800729 0.00 79 50
19800730 0.00 79 51
19800731 0.00 81 53
19800801 0.00 73 54
19800802 0.05 61 55
19800803 0.00 72 54
19800804 0.00 73 51
19800805 0.00 70 54
19800806 0.00 74 51
19800807 0.00 77 53
19800808 0.00 81 57
19800809 0.00 83 54
19800810 0.00 87 56
19800811 0.00 73 56
19800812 0.00 66 57
19800813 0.00 69 57
19800814 0.00 68 53
19800815 0.00 69 51
19800816 0.00 69 56
19800817 0.11 63 53
19800818 0.02 69 53
19800819 0.00 69 51
19800820 0.00 68 53
19800821 0.00 70 50
19800822 0.00 73 51
19800823 0.00 72 53
19800824 0.00 72 54
19800825 0.00 78 50
19800826 0.01 71 50
19800827 0.00 68 52
19800828 0.07 65 51
19800829 0.00 71 46
19800830 0.34 58 53
19800831 0.04 66 52
19800901 0.16 60 50
19800902 0.00 64 52
19800903 0.00 68 48
19800904 0.00 75 54
19800905 0.00 79 53
19800906 0.38 71 53
19800907 0.01 65 52
19800908 0.00 73 52
19800909 0.00 78 50
19800910 0.00 78 55
19800911 0.00 72 52
19800912 0.14 57 52
19800913 0.12 56 52
19800914 0.00 74 53
19800915 0.00 75 55
19800916 0.00 77 53
19800917 0.00 64 51
19800918 0.05 59 54
19800919 0.10 61 53
19800920 0.10 63 51
19800921 0.17 63 51
19800922 0.00 60 48
19800923 0.00 62 50
